COMMONNAME,RUN,RECOVERYDOMAIN,ESU_DPS,MAJORPOPGROUP,POPID,NMFS_POPID,LOCATIONNAME,POPULATIONNAME,ESAPOPNAME,COMMONPOPNAME,POPFIT,POPFITNOTES,SMOLTEQLOCATION,SMOLTEQLOCPTCODE,OUTMIGRATIONYEAR,CONTACTAGENCY,METHODNUMBER,BESTVALUE,TOTALNATURAL,TOTALNATURALLOWERLIMIT,TOTALNATURALUPPERLIMIT,TOTALNATURALALPHA,AGE0PROP,AGE0PROPLOWERLIMIT,AGE0PROPUPPERLIMIT,AGE1PROP,AGE1PROPLOWERLIMIT,AGE1PROPUPPERLIMIT,AGE2PROP,AGE2PROPLOWERLIMIT,AGE2PROPUPPERLIMIT,AGE3PROP,AGE3PROPLOWERLIMIT,AGE3PROPUPPERLIMIT,AGE4PLUSPROP,AGE4PLUSPROPLOWERLIMIT,AGE4PLUSPROPUPPERLIMIT,AGEPROPALPHA,PROTMETHNAME,PROTMETHURL,PROTMETHDOCUMENTATION,METHODADJUSTMENTS,OTHERDATASOURCES,COMMENTS,NULLRECORD,DATASTATUS,INDICATORLOCATION,CONTACTPERSONFIRST,CONTACTPERSONLAST,CONTACTPHONE,CONTACTEMAIL,METACOMMENTS,SUBMITAGENCY,REFID,COMPILERRECORDID,ID,CONTACTAGY,DATASETVERSION,UPDDATE,SNLOADDATE,HLI_LASTUPDATED,LASTUPDATED,LASTMODIFIEDON
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Lower Snake,15,93,Tucannon River,Tucannon River - spring Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) Tucannon River - spring",,Same,,Tucannon River,TUCR,1989,Washington Department of Fish And Wildlife,1,Yes,52349,38303,79229,0.05,,,,,,,,,,,,,,,,,,"https://wdfw.wa.gov/publications/01926/, https://docs.cbfwl.org/StreamNet_References/WAsn17309.pdf",Gallinat M. and L. Ross. Tucannon River Spring Chinook Salmon Hatchery Evaluation Program 2016 Annual Report,,,"As far as age is concerned: Technically juveniles captured in the fall are considered Age 0, and those in the spring are Age 1. We don't seperate out the fall/spring estimates, but are combined for total outmigration since they all come from the same brood year.",No,Final,,Michael,Gallinat,(509)-382-4755,Michael.Gallinat@dfw.wa.gov,,WDFW,17309,CE2BEC26-0A8E-050E-BD09-75077CFD813E,CE2BEC26-0A8E-050E-BD09-75077CFD813E,WDFW,2024/11/25 10:00,2018/06/14 12:00:00,2016/03/10 08:45:04,2019/06/24 03:07:34,2017/08/23 12:00:00,2024/09/03 10:09:49
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Lower Snake,15,93,Tucannon River,Tucannon River - spring Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) Tucannon River - spring",,Same,,Tucannon River,TUCR,1990,Washington Department of Fish And Wildlife,1,Yes,35925,29338,45652,0.05,,,,,,,,,,,,,,,,,,"https://wdfw.wa.gov/publications/01926/, https://docs.cbfwl.org/StreamNet_References/WAsn17309.pdf",Gallinat M. and L. Ross. Tucannon River Spring Chinook Salmon Hatchery Evaluation Program 2016 Annual Report,,,"As far as age is concerned: Technically juveniles captured in the fall are considered Age 0, and those in the spring are Age 1. We don't seperate out the fall/spring estimates, but are combined for total outmigration since they all come from the same brood year.",No,Final,,Michael,Gallinat,(509)-382-4755,Michael.Gallinat@dfw.wa.gov,,WDFW,17309,CE2C3620-A5CB-C6F1-04C1-F1C874F557E8,CE2C3620-A5CB-C6F1-04C1-F1C874F557E8,WDFW,2024/11/25 10:00,2018/06/14 12:00:00,2016/03/10 08:45:04,2019/06/24 03:07:35,2017/08/23 12:00:00,2024/09/03 10:09:50
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Lower Snake,15,93,Tucannon River,Tucannon River - spring Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) Tucannon River - spring",,Same,,Tucannon River,TUCR,1991,Washington Department of Fish And Wildlife,1,Yes,19107,14047,25827,0.05,,,,,,,,,,,,,,,,,,"https://wdfw.wa.gov/publications/01926/, https://docs.cbfwl.org/StreamNet_References/WAsn17309.pdf",Gallinat M. and L. Ross. Tucannon River Spring Chinook Salmon Hatchery Evaluation Program 2016 Annual Report,,,"As far as age is concerned: Technically juveniles captured in the fall are considered Age 0, and those in the spring are Age 1. We don't seperate out the fall/spring estimates, but are combined for total outmigration since they all come from the same brood year.",No,Final,,Michael,Gallinat,(509)-382-4755,Michael.Gallinat@dfw.wa.gov,,WDFW,17309,CE2C4CF1-9D5B-F96E-8575-60EA6347A1BF,CE2C4CF1-9D5B-F96E-8575-60EA6347A1BF,WDFW,2024/11/25 10:00,2018/06/14 12:00:00,2016/03/10 08:45:05,2020/03/23 03:25:38,2020/03/23 03:25:38,2024/09/03 10:09:52
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Lower Snake,15,93,Tucannon River,Tucannon River - spring Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) Tucannon River - spring",,Same,,Tucannon River,TUCR,1994,Washington Department of Fish And Wildlife,1,Yes,36749,30704,47100,0.05,,,,,,,,,,,,,,,,,,"https://wdfw.wa.gov/publications/01926/, https://docs.cbfwl.org/StreamNet_References/WAsn17309.pdf",Gallinat M. and L. Ross. Tucannon River Spring Chinook Salmon Hatchery Evaluation Program 2016 Annual Report,,,"As far as age is concerned: Technically juveniles captured in the fall are considered Age 0, and those in the spring are Age 1. We don't seperate out the fall/spring estimates, but are combined for total outmigration since they all come from the same brood year.",No,Final,,Michael,Gallinat,(509)-382-4755,Michael.Gallinat@dfw.wa.gov,,WDFW,17179,CE22CBF8-C150-8CB0-55A4-4A348B97C3F4,CE22CBF8-C150-8CB0-55A4-4A348B97C3F4,WDFW,2024/11/25 10:00,2018/06/14 12:00:00,2016/03/10 08:44:03,2019/06/24 03:07:17,2017/08/23 12:00:00,2024/09/03 10:09:53
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Lower Snake,15,93,Tucannon River,Tucannon River - spring Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) Tucannon River - spring",,Same,,Tucannon River,TUCR,2010,Washington Department of Fish And Wildlife,1,Yes,14778,12767,17978,0.05,,,,,,,,,,,,,,,,,,"https://wdfw.wa.gov/publications/01926/, https://wdfw.wa.gov/publications/01329",Gallinat M. and L. Ross. Tucannon River Spring Chinook Salmon Hatchery Evaluation Program 2016 Annual Report,,,"As far as age is concerned: Technically juveniles captured in the fall are considered Age 0, and those in the spring are Age 1. We don't seperate out the fall/spring estimates, but are combined for total outmigration since they all come from the same brood year.",No,Final,,Michael,Gallinat,(509)-382-4755,Michael.Gallinat@dfw.wa.gov,,WDFW,17179,CE260252-F35C-77BE-60F0-725E92C1C60F,CE260252-F35C-77BE-60F0-725E92C1C60F,WDFW,2024/11/25 10:00,2023/09/11 12:00:00,2016/03/10 08:44:24,2019/06/24 03:07:29,2017/08/23 12:00:00,2024/09/03 10:09:55
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Lower Snake,15,93,Tucannon River,Tucannon River - spring Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) Tucannon River - spring",,Same,,Tucannon River,TUCR,1996,Washington Department of Fish And Wildlife,1,Yes,4957,3212,7915,0.05,,,,,,,,,,,,,,,,,,"https://wdfw.wa.gov/publications/01926/, https://docs.cbfwl.org/StreamNet_References/WAsn17327.pdf",Gallinat M. and L. Ross. Tucannon River Spring Chinook Salmon Hatchery Evaluation Program 2016 Annual Report,,,"As far as age is concerned: Technically juveniles captured in the fall are considered Age 0, and those in the spring are Age 1. We don't seperate out the fall/spring estimates, but are combined for total outmigration since they all come from the same brood year.",No,Final,,Michael,Gallinat,(509)-382-4755,Michael.Gallinat@dfw.wa.gov,,WDFW,17179,CE243F73-FDDE-79A6-9922-FA24BAECBFDD,CE243F73-FDDE-79A6-9922-FA24BAECBFDD,WDFW,2024/11/25 10:00,2023/09/11 12:00:00,2016/03/10 08:44:12,2019/06/24 03:07:17,2017/08/23 12:00:00,2024/09/03 10:09:56
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Lower Snake,15,93,Tucannon River,Tucannon River - spring Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) Tucannon River - spring",,Same,,Tucannon River,TUCR,2006,Washington Department of Fish And Wildlife,1,Yes,21057,17779,25627,0.05,,,,,,,,,,,,,,,,,,"https://wdfw.wa.gov/publications/01926/, https://docs.cbfwl.org/StreamNet_References/WAsn17318.pdf",Gallinat M. and L. Ross. Tucannon River Spring Chinook Salmon Hatchery Evaluation Program 2016 Annual Report,,,"As far as age is concerned: Technically juveniles captured in the fall are considered Age 0, and those in the spring are Age 1. We don't seperate out the fall/spring estimates, but are combined for total outmigration since they all come from the same brood year.",No,Final,,Michael,Gallinat,(509)-382-4755,Michael.Gallinat@dfw.wa.gov,,WDFW,17179,CE259858-CFC9-153F-98B7-0A49C83E42D7,CE259858-CFC9-153F-98B7-0A49C83E42D7,WDFW,2024/11/25 10:00,2023/09/11 12:00:00,2016/03/10 08:44:21,2019/06/24 03:07:21,2017/08/23 12:00:00,2024/09/03 10:09:58
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Lower Snake,15,93,Tucannon River,Tucannon River - spring Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) Tucannon River - spring",,Same,,Tucannon River,TUCR,1997,Washington Department of Fish And Wildlife,1,Yes,75,,,,,,,,,,,,,,,,,,,,,"https://wdfw.wa.gov/publications/01926/, https://docs.cbfwl.org/StreamNet_References/WAsn17310.pdf",Gallinat M. and L. Ross. Tucannon River Spring Chinook Salmon Hatchery Evaluation Program 2016 Annual Report,,,"As far as age is concerned: Technically juveniles captured in the fall are considered Age 0, and those in the spring are Age 1. We don't seperate out the fall/spring estimates, but are combined for total outmigration since they all come from the same brood year.",No,Final,,Michael,Gallinat,(509)-382-4755,Michael.Gallinat@dfw.wa.gov,,WDFW,17179,CE245A3C-CE2B-D486-E17A-6556BF21B6DF,CE245A3C-CE2B-D486-E17A-6556BF21B6DF,WDFW,2024/11/25 10:00,2023/09/11 12:00:00,2016/03/10 08:44:13,2019/06/24 03:07:18,2017/08/23 12:00:00,2024/09/03 10:09:59
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Lower Snake,15,93,Tucannon River,Tucannon River - spring Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) Tucannon River - spring",,Same,,Tucannon River,TUCR,2003,Washington Department of Fish And Wildlife,1,Yes,42416,36074,52304,0.05,,,,,,,,,,,,,,,,,,"https://wdfw.wa.gov/publications/01926/, https://docs.cbfwl.org/StreamNet_References/WAsn17315.pdf",Gallinat M. and L. Ross. Tucannon River Spring Chinook Salmon Hatchery Evaluation Program 2016 Annual Report,,,"As far as age is concerned: Technically juveniles captured in the fall are considered Age 0, and those in the spring are Age 1. We don't seperate out the fall/spring estimates, but are combined for total outmigration since they all come from the same brood year.",No,Final,,Michael,Gallinat,(509)-382-4755,Michael.Gallinat@dfw.wa.gov,,WDFW,17179,CE2549E3-C603-3604-5E00-8F4AD4B395EF,CE2549E3-C603-3604-5E00-8F4AD4B395EF,WDFW,2024/11/25 10:00,2023/09/11 12:00:00,2016/03/10 08:44:19,2019/06/24 03:07:26,2017/08/23 12:00:00,2024/09/03 10:10:01
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Lower Snake,15,93,Tucannon River,Tucannon River - spring Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) Tucannon River - spring",,Same,,Tucannon River,TUCR,1999,Washington Department of Fish And Wildlife,1,Yes,25553,19932,33164,0.05,,,,,,,,,,,,,,,,,,"https://wdfw.wa.gov/publications/01926/, https://docs.cbfwl.org/StreamNet_References/WAsn17311.pdf",Gallinat M. and L. Ross. Tucannon River Spring Chinook Salmon Hatchery Evaluation Program 2016 Annual Report,,,"As far as age is concerned: Technically juveniles captured in the fall are considered Age 0, and those in the spring are Age 1. We don't seperate out the fall/spring estimates, but are combined for total outmigration since they all come from the same brood year.",No,Final,,Michael,Gallinat,(509)-382-4755,Michael.Gallinat@dfw.wa.gov,,WDFW,17179,CE247613-964E-2B56-ACD7-14D565329C35,CE247613-964E-2B56-ACD7-14D565329C35,WDFW,2024/11/25 10:00,2023/09/11 12:00:00,2016/03/10 08:44:14,2020/03/23 03:25:34,2020/03/23 03:25:34,2024/09/03 10:10:02
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Lower Snake,15,93,Tucannon River,Tucannon River - spring Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) Tucannon River - spring",,Same,,Tucannon River,TUCR,2017,Washington Department of Fish and Wildlife,1,Yes,14305,10325,22431,0.05,,,,,,,,,,,,,,,,,,https://wdfw.wa.gov/publications/02017,Gallinat M. and L. Ross. Tucannon River Spring Chinook Salmon Hatchery Evaluation Program 2016 Annual Report,,,"As far as age is concerned: Technically juveniles captured in the fall are considered Age 0, and those in the spring are Age 1. We don't seperate out the fall/spring estimates, but are combined for total outmigration since they all come from the same brood year.",No,Final,,Michael,Gallinat,509-382-4755,Michael.Gallinat@dfw.wa.gov,,WDFW,,ec25523c-83a7-47bd-8f4a-7d35ed2bcc46,ec25523c-83a7-47bd-8f4a-7d35ed2bcc46,WDFW,2024/11/25 10:00,2023/09/11 12:00:00,2018/06/15 03:32:41,2019/06/24 03:07:37,2018/06/14 12:00:00,2024/09/03 10:10:03
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Lower Snake,15,93,Tucannon River,Tucannon River - spring Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) Tucannon River - spring",,Same,,Tucannon River,TUCR,2000,Washington Department of Fish And Wildlife,1,Yes,4849,3456,7838,0.05,,,,,,,,,,,,,,,,,,"https://wdfw.wa.gov/publications/01926/, https://docs.cbfwl.org/StreamNet_References/WAsn17312.pdf",Gallinat M. and L. Ross. Tucannon River Spring Chinook Salmon Hatchery Evaluation Program 2016 Annual Report,,,"As far as age is concerned: Technically juveniles captured in the fall are considered Age 0, and those in the spring are Age 1. We don't seperate out the fall/spring estimates, but are combined for total outmigration since they all come from the same brood year.",No,Final,,Michael,Gallinat,(509)-382-4755,Michael.Gallinat@dfw.wa.gov,,WDFW,17179,CE248EC0-D1E9-D7A0-C1EE-7EA078F68D1A,CE248EC0-D1E9-D7A0-C1EE-7EA078F68D1A,WDFW,2024/11/25 10:00,2023/09/11 12:00:00,2016/03/10 08:44:14,2019/06/24 03:07:23,2017/08/23 12:00:00,2024/09/03 10:10:05
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Lower Snake,15,93,Tucannon River,Tucannon River - spring Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) Tucannon River - spring",,Same,,Tucannon River,TUCR,2020,Washington Department of Fish And Wildlife,1,Yes,16979,,,,,,,,,,,,,,,,,,,,,https://docs.cbfwl.org/StreamNet_References/WAsn17307.pdf,Gallinat M. P. and D. E. Kiefel. Tucannon River Spring Chinook Salmon Hatchery Evaluation Program 2019 Annual Report,,,"As far as age is concerned: Technically juveniles captured in the fall are considered Age 0, and those in the spring are Age 1. We don't seperate out the fall/spring estimates, but are combined for total outmigration since they all come from the same brood year.",No,Final,,Michael,Gallinat,509-382-4755,Michael.Gallinat@dfw.wa.gov,,WDFW,17307,07b22763-e528-44d7-8a01-6644efc734d2,07b22763-e528-44d7-8a01-6644efc734d2,WDFW,2024/11/25 10:00,2023/09/11 12:00:00,2021/05/10 07:07:57,,2021/05/10 07:07:57,2024/09/03 10:10:06
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Lower Snake,15,93,Tucannon River,Tucannon River - spring Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) Tucannon River - spring",,Same,,Tucannon River,TUCR,2001,Washington Department of Fish And Wildlife,1,Yes,8721,6301,13380,0.05,,,,,,,,,,,,,,,,,,"https://wdfw.wa.gov/publications/01926/, https://docs.cbfwl.org/StreamNet_References/WAsn17313.pdf",Gallinat M. and L. Ross. Tucannon River Spring Chinook Salmon Hatchery Evaluation Program 2016 Annual Report,,,"As far as age is concerned: Technically juveniles captured in the fall are considered Age 0, and those in the spring are Age 1. We don't seperate out the fall/spring estimates, but are combined for total outmigration since they all come from the same brood year.",No,Final,,Michael,Gallinat,(509)-382-4755,Michael.Gallinat@dfw.wa.gov,,WDFW,17179,CE24A7BC-0B59-C7D2-DBDA-00D968F9E6E3,CE24A7BC-0B59-C7D2-DBDA-00D968F9E6E3,WDFW,2024/11/25 10:00,2023/09/11 12:00:00,2016/03/10 08:44:15,2019/06/24 03:07:24,2017/08/23 12:00:00,2024/09/03 10:10:07
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Lower Snake,15,93,Tucannon River,Tucannon River - spring Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) Tucannon River - spring",,Same,,Tucannon River,TUCR,2002,Washington Department of Fish And Wildlife,1,Yes,29442,15836,48359,0.05,,,,,,,,,,,,,,,,,,"https://wdfw.wa.gov/publications/01926/, https://docs.cbfwl.org/StreamNet_References/WAsn17314.pdf",Gallinat M. and L. Ross. Tucannon River Spring Chinook Salmon Hatchery Evaluation Program 2016 Annual Report,,,"As far as age is concerned: Technically juveniles captured in the fall are considered Age 0, and those in the spring are Age 1. We don't seperate out the fall/spring estimates, but are combined for total outmigration since they all come from the same brood year.",No,Final,,Michael,Gallinat,(509)-382-4755,Michael.Gallinat@dfw.wa.gov,,WDFW,17179,CE253C94-C252-6B06-F74D-3FBC820D20DD,CE253C94-C252-6B06-F74D-3FBC820D20DD,WDFW,2024/11/25 10:00,2023/09/11 12:00:00,2016/03/10 08:44:19,2019/06/24 03:07:25,2017/08/23 12:00:00,2024/09/03 10:10:08
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Lower Snake,15,93,Tucannon River,Tucannon River - spring Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) Tucannon River - spring",,Same,,Tucannon River,TUCR,2005,Washington Department of Fish And Wildlife,1,Yes,27724,23324,35295,0.05,,,,,,,,,,,,,,,,,,"https://wdfw.wa.gov/publications/01926/, https://docs.cbfwl.org/StreamNet_References/WAsn17317.pdf",Gallinat M. and L. Ross. Tucannon River Spring Chinook Salmon Hatchery Evaluation Program 2016 Annual Report,,,"As far as age is concerned: Technically juveniles captured in the fall are considered Age 0, and those in the spring are Age 1. We don't seperate out the fall/spring estimates, but are combined for total outmigration since they all come from the same brood year.",No,Final,,Michael,Gallinat,(509)-382-4755,Michael.Gallinat@dfw.wa.gov,,WDFW,17179,CE257E53-F9CC-77E7-E38A-FA7A03C3A333,CE257E53-F9CC-77E7-E38A-FA7A03C3A333,WDFW,2024/11/25 10:00,2023/09/11 12:00:00,2016/03/10 08:44:20,2019/06/24 03:07:20,2017/08/23 12:00:00,2024/09/03 10:10:10
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Lower Snake,15,93,Tucannon River,Tucannon River - spring Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) Tucannon River - spring",,Same,,Tucannon River,TUCR,2004,Washington Department of Fish And Wildlife,1,Yes,64036,46704,98183,0.05,,,,,,,,,,,,,,,,,,"https://wdfw.wa.gov/publications/01926/, https://docs.cbfwl.org/StreamNet_References/WAsn17316.pdf",Gallinat M. and L. Ross. Tucannon River Spring Chinook Salmon Hatchery Evaluation Program 2016 Annual Report,,,"As far as age is concerned: Technically juveniles captured in the fall are considered Age 0, and those in the spring are Age 1. We don't seperate out the fall/spring estimates, but are combined for total outmigration since they all come from the same brood year.",No,Final,,Michael,Gallinat,(509)-382-4755,Michael.Gallinat@dfw.wa.gov,,WDFW,17179,CE25665C-C066-ACD4-3F66-DF11FFC1F8E8,CE25665C-C066-ACD4-3F66-DF11FFC1F8E8,WDFW,2024/11/25 10:00,2023/09/11 12:00:00,2016/03/10 08:44:20,2019/06/24 03:07:19,2017/08/23 12:00:00,2024/09/03 10:10:11
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,45,100,Entiat River,Entiat River - spring Chinook salmon,"Salmon, Chinook (Upper Columbia River spring-run ESU) Entiat River - spring",Entiat River-Chinook-Spring,Same,,Entiat River RKM 11.0,ENTRTP,2006,Washington Department of Fish and Wildlife,1,Yes,21532,15997,27066,0.05,,,,0.622,,,0.378,,,,,,,,,,"ISEMP Field Manual of Scientific Protocols for Downstream Migrant Trapping within the Upper Columbia Monitoring Strategy v1.0, Protocol: ISEMP Field Manual of Scientific Protocols for Underwater Observations within the Upper Columbia Monitoring Strategy v1.0","https://www.monitoringresources.org/Document/Protocol/Details/50, https://www.cbfish.org/Document.mvc/Viewer/P104270","https://www.monitoringresources.org/Document/Protocol/Details/54, Integrated Status and Effectiveness Monitoring Program -Entiat River Snorkel Surveys, 2006-2007",,,,No,Reviewed,,Tom,Desgroseillier,509-669-4572,Thomas.Desgroseillier@dfw.wa.gov,,WDFW,,26024FA6-5056-8E43-35FF-1AE26F6A52E1,26024FA6-5056-8E43-35FF-1AE26F6A52E1,WDFW,2024/11/25 10:00,2018/11/27 12:00:00,2016/07/14 09:18:08,2019/06/19 08:45:05,2022/10/17 01:58:38,2024/09/03 10:10:12
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,45,100,Entiat River,Entiat River - spring Chinook salmon,"Salmon, Chinook (Upper Columbia River spring-run ESU) Entiat River - spring",Entiat River-Chinook-Spring,Same,,Entiat River RKM 11.0,ENTRTP,2005,Washington Department of Fish and Wildlife,1,Yes,17378,13364,21392,0.05,,,,0.692,,,0.308,,,,,,,,,,ISEMP Field Manual of Scientific Protocols for Downstream Migrant Trapping within the Upper Columbia Monitoring Strategy v1.0,"https://www.monitoringresources.org/Document/Protocol/Details/50, https://www.monitoringresources.org/Document/Protocol/Details/3627",,,,,No,Reviewed,,Tom,Desgroseillier,509-669-4572,Thomas.Desgroseillier@dfw.wa.gov,,WDFW,,2602254C-5056-8E43-35C4-6989D9C3C0ED,2602254C-5056-8E43-35C4-6989D9C3C0ED,WDFW,2024/11/25 10:00,2018/11/27 12:00:00,2016/07/14 09:18:07,2019/06/19 08:45:15,2022/10/17 01:58:38,2024/09/03 10:10:14
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,45,100,Entiat River,Entiat River - spring Chinook salmon,"Salmon, Chinook (Upper Columbia River spring-run ESU) Entiat River - spring",Entiat River-Chinook-Spring,Same,,Entiat River RKM 11.0,ENTRTP,2004,Washington Department of Fish and Wildlife,1,Yes,13080,9586,16574,0.05,,,,0.697,,,0.303,,,,,,,,,,ISEMP Field Manual of Scientific Protocols for Downstream Migrant Trapping within the Upper Columbia Monitoring Strategy v1.0,"https://www.monitoringresources.org/Document/Protocol/Details/50, https://www.monitoringresources.org/Document/Protocol/Details/3627",,,,,No,Reviewed,,Tom,Desgroseillier,509-669-4572,Thomas.Desgroseillier@dfw.wa.gov,,WDFW,,2601FF3E-5056-8E43-3572-8E6D260DA4E8,2601FF3E-5056-8E43-3572-8E6D260DA4E8,WDFW,2024/11/25 10:00,2018/11/27 12:00:00,2016/07/14 09:18:06,2019/06/19 08:45:15,2022/10/17 01:58:37,2024/09/03 10:10:16
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,45,100,Entiat River,Entiat River - spring Chinook salmon,"Salmon, Chinook (Upper Columbia River spring-run ESU) Entiat River - spring",Entiat River-Chinook-Spring,Same,,Entiat River RKM 11.0,ENTRTP,2003,Washington Department of Fish and Wildlife,1,Yes,9740,5607,13873,0.05,,,,1,,,0,,,,,,,,,,ISEMP Field Manual of Scientific Protocols for Downstream Migrant Trapping within the Upper Columbia Monitoring Strategy v1.0,"https://www.monitoringresources.org/Document/Protocol/Details/50, https://www.monitoringresources.org/Document/Protocol/Details/3627",,,,,No,Reviewed,,Tom,Desgroseillier,509-669-4572,Thomas.Desgroseillier@dfw.wa.gov,,WDFW,,2604696D-5056-8E43-3549-FD3749574D03,2604696D-5056-8E43-3549-FD3749574D03,WDFW,2024/11/25 10:00,2018/11/27 12:00:00,2016/07/14 09:18:22,2019/06/19 08:45:13,2022/10/17 01:58:39,2024/09/03 10:10:18
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,45,100,Entiat River,Entiat River - spring Chinook salmon,"Salmon, Chinook (Upper Columbia River spring-run ESU) Entiat River - spring",Entiat River-Chinook-Spring,Same,,Entiat River RKM 2.0,ENTRTP,2022,Washington Department of Fish and Wildlife,1,Yes,9081,7793,10369,0.05,,,,0.327,,,0.673,,,,,,,,,,Protocol: Upper Columbia River ESU Spring Chinook Salmon Stock Assessment (2010-034-00) v1.0,http://docs.cbfwl.org/StreamNet_References/WAsn17368.pdf,"Desgroseillier et al. 2023. Upper Columbia Spring Chinook Salmon and Steelhead Juvenile and Adult Abundance, Productivity, and Spatial Structure Monitoring. Washington Department of Fish and Wildlife, Wenatchee, Washington",,,Scroll down from Protocol page to Methods links,No,Reviewed,,Tom,Desgroseillier,509-669-4572,Thomas.Desgroseillier@dfw.wa.gov,,WDFW,,ff581944-f807-455d-8c3d-fc83a511576c,ff581944-f807-455d-8c3d-fc83a511576c,WDFW,2024/11/25 10:00,2023/07/14 12:00:00,2023/07/21 01:51:12,,2023/07/21 01:51:12,2024/09/03 10:10:19
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,45,100,Entiat River,Entiat River - spring Chinook salmon,"Salmon, Chinook (Upper Columbia River spring-run ESU) Entiat River - spring",Entiat River-Chinook-Spring,Same,,Entiat River RKM 2.0,ENTRTP,2015,Washington Department of Fish and Wildlife,1,Yes,21146,17883,24409,0.05,,,,0.76,,,0.24,,,,,,,,,,Protocol: Upper Columbia River ESU Spring Chinook Salmon Stock Assessment (2010-034-00) v1.0,https://docs.cbfwl.org/StreamNet_References/WAsn17329.pdf,"Grote, J. D. and T. J. Desgroseillier. 2016. Juvenile Salmonid out-migration monitoring on the Entiat River, 2015. U.S. Fish and Wildlife Service, Leavenworth, Washington",,,,No,Reviewed,,Tom,Desgroseillier,509-669-4572,Thomas.Desgroseillier@dfw.wa.gov,,WDFW,,260345C9-5056-8E43-35E3-6C4500F4813E,260345C9-5056-8E43-35E3-6C4500F4813E,WDFW,2024/11/25 10:00,2018/11/27 12:00:00,2016/07/14 09:18:14,2019/06/19 08:45:12,2022/10/17 01:58:39,2024/09/03 10:10:20
