COMMONNAME,RUN,RECOVERYDOMAIN,ESU_DPS,MAJORPOPGROUP,POPID,NMFS_POPID,LOCATIONNAME,POPULATIONNAME,ESAPOPNAME,COMMONPOPNAME,POPFIT,POPFITNOTES,SMOLTLOCATION,SMOLTDEF,SMOLTLOCPTCODE,ADULTLOCATION,SMOLTTOADULTLOCS,SARTYPE,SCOPEOFINFERENCE,OUTMIGRATIONYEAR,TRTMETHOD,CONTACTAGY,CONTACTAGENCY,METHODNUMBER,BESTVALUE,SAR,SARLOWERLIMIT,SARUPPERLIMIT,SARALPHA,RETURNSMISSING,RETURNSMISSINGEXPLANATION,REARINGTYPE,TSO,TSOLOWERLIMIT,TSOUPPERLIMIT,TSOALPHA,TAR,TARLOWERLIMIT,TARUPPERLIMIT,TARALPHA,RETURNDEF,HARVESTADJ,OCEANHARVEST,MAINSTEMHARVEST,TRIBHARVEST,BROODSTOCKREMOVED,PROTMETHNAME,PROTMETHURL,PROTMETHDOCUMENTATION,METHODADJUSTMENTS,OTHERDATASOURCES,COMMENTS,NULLRECORD,DATASTATUS,INDICATORLOCATION,METRICLOCATION,MEASURELOCATION,CONTACTPERSONFIRST,CONTACTPERSONLAST,CONTACTPHONE,CONTACTEMAIL,METACOMMENTS,SUBMITAGENCY,REFID,COMPILERRECORDID,ID,DATASETVERSION,UPDDATE,SNLOADDATE,HLI_LASTUPDATED,LASTUPDATED,LASTMODIFIEDON
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,1004,,Entiat and Methow (Superpopulation),Entiat and Methow wild spring Chinook salmon,"Salmon, Chinook (Upper Columbia River spring-run ESU) Entiat River and Methow River wild spring Chinook {SuperPopulation}",,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",Rocky Reach Dam,Smolts outmigrating past a point,RRJ,Rocky Reach Dam,From Rocky Reach Dam to Rocky Reach Dam,Including jacks,,2017,,FPC,Fish Passage Center,1,Yes,0.46,0.22,0.74,0.1,,,Natural,1959,,,,,,,,Returns to a dam,Not adjusted,,,,,,https://www.fpc.org/documents/CSS/CSS Report 2023 Final.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 2/12/2024 from Fish Passage Center (https://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,https://www.fpc.org/,https://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,1004 RRJ_to_RRF 2017 w/ jacks,30DB5523-C617-A628-CE75-56DF575C97FC,2024/11/25 10:00,2024/02/12 09:54:08,2024/02/12 10:23:19,,2024/02/12 10:23:19,2024/07/31 04:06:19
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,1004,,Entiat and Methow (Superpopulation),Entiat and Methow wild spring Chinook salmon,"Salmon, Chinook (Upper Columbia River spring-run ESU) Entiat River and Methow River wild spring Chinook {SuperPopulation}",,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",McNary Dam,Smolts outmigrating past a point,MCN,Bonneville Dam,From McNary Dam to Bonneville Dam,Excluding jacks,,2018,,FPC,Fish Passage Center,1,Yes,1.5,0.85,2.17,0.1,,,Natural,1066,,,,,,,,Returns to a dam,Not adjusted,,,,,,https://www.fpc.org/documents/CSS/CSS Report 2023 Final.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 2/12/2024 from Fish Passage Center (https://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,https://www.fpc.org/,https://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,1004 MCN_to_BOA 2018 w/o jacks,30F36BC8-DFD9-6D69-2C95-03DBCCEEFAA9,2024/11/25 10:00,2024/02/12 09:54:21,2024/02/12 11:20:58,,2024/02/12 11:20:58,2024/07/31 04:06:19
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,1004,,Entiat and Methow (Superpopulation),Entiat and Methow wild spring Chinook salmon,"Salmon, Chinook (Upper Columbia River spring-run ESU) Entiat River and Methow River wild spring Chinook {SuperPopulation}",,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",McNary Dam,Smolts outmigrating past a point,MCN,Rocky Reach Dam,From McNary Dam to Rocky Reach Dam,Excluding jacks,,2018,,FPC,Fish Passage Center,1,Yes,1.13,0.57,1.71,0.1,,,Natural,1066,,,,,,,,Returns to a dam,Not adjusted,,,,,,https://www.fpc.org/documents/CSS/CSS Report 2023 Final.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 2/12/2024 from Fish Passage Center (https://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,https://www.fpc.org/,https://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,1004 MCN_to_RRF 2018 w/o jacks,30F373B3-996F-81FB-64D8-F33FA5DCBB35,2024/11/25 10:00,2024/02/12 09:54:21,2024/02/12 11:21:02,,2024/02/12 11:21:02,2024/07/31 04:06:19
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,1004,,Entiat and Methow (Superpopulation),Entiat and Methow wild spring Chinook salmon,"Salmon, Chinook (Upper Columbia River spring-run ESU) Entiat River and Methow River wild spring Chinook {SuperPopulation}",,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",Rocky Reach Dam,Smolts outmigrating past a point,RRJ,Bonneville Dam,From Rocky Reach Dam to Bonneville Dam,Excluding jacks,,2018,,FPC,Fish Passage Center,1,Yes,0.87,0.52,1.26,0.1,,,Natural,1833,,,,,,,,Returns to a dam,Not adjusted,,,,,,https://www.fpc.org/documents/CSS/CSS Report 2023 Final.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 2/12/2024 from Fish Passage Center (https://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,https://www.fpc.org/,https://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,1004 RRJ_to_BOA 2018 w/o jacks,30F37C39-DF12-291B-43A3-18E3AE34E89F,2024/11/25 10:00,2024/02/12 09:54:21,2024/02/12 11:21:07,,2024/02/12 11:21:07,2024/07/31 04:06:19
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,1004,,Entiat and Methow (Superpopulation),Entiat and Methow wild spring Chinook salmon,"Salmon, Chinook (Upper Columbia River spring-run ESU) Entiat River and Methow River wild spring Chinook {SuperPopulation}",,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",Rocky Reach Dam,Smolts outmigrating past a point,RRJ,Rocky Reach Dam,From Rocky Reach Dam to Rocky Reach Dam,Excluding jacks,,2018,,FPC,Fish Passage Center,1,Yes,0.65,0.35,1.01,0.1,,,Natural,1833,,,,,,,,Returns to a dam,Not adjusted,,,,,,https://www.fpc.org/documents/CSS/CSS Report 2023 Final.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 2/12/2024 from Fish Passage Center (https://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,https://www.fpc.org/,https://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,1004 RRJ_to_RRF 2018 w/o jacks,30F38415-E34F-CAB3-50C8-EB74518546C8,2024/11/25 10:00,2024/02/12 09:54:21,2024/02/12 11:21:11,,2024/02/12 11:21:11,2024/07/31 04:06:19
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,1004,,Entiat and Methow (Superpopulation),Entiat and Methow wild spring Chinook salmon,"Salmon, Chinook (Upper Columbia River spring-run ESU) Entiat River and Methow River wild spring Chinook {SuperPopulation}",,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",McNary Dam,Smolts outmigrating past a point,MCN,Bonneville Dam,From McNary Dam to Bonneville Dam,Including jacks,,2018,,FPC,Fish Passage Center,1,Yes,1.5,0.85,2.17,0.1,,,Natural,1066,,,,,,,,Returns to a dam,Not adjusted,,,,,,https://www.fpc.org/documents/CSS/CSS Report 2023 Final.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 2/12/2024 from Fish Passage Center (https://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,https://www.fpc.org/,https://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,1004 MCN_to_BOA 2018 w/ jacks,30DB5E3C-C60C-756F-0696-BD960DE84AB4,2024/11/25 10:00,2024/02/12 09:54:08,2024/02/12 10:23:23,,2024/02/12 10:23:23,2024/07/31 04:06:19
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,1004,,Entiat and Methow (Superpopulation),Entiat and Methow wild spring Chinook salmon,"Salmon, Chinook (Upper Columbia River spring-run ESU) Entiat River and Methow River wild spring Chinook {SuperPopulation}",,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",McNary Dam,Smolts outmigrating past a point,MCN,Rocky Reach Dam,From McNary Dam to Rocky Reach Dam,Including jacks,,2018,,FPC,Fish Passage Center,1,Yes,1.13,0.57,1.71,0.1,,,Natural,1066,,,,,,,,Returns to a dam,Not adjusted,,,,,,https://www.fpc.org/documents/CSS/CSS Report 2023 Final.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 2/12/2024 from Fish Passage Center (https://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,https://www.fpc.org/,https://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,1004 MCN_to_RRF 2018 w/ jacks,30DB6698-EBB7-A23B-7DEF-32976FB936B0,2024/11/25 10:00,2024/02/12 09:54:08,2024/02/12 10:23:27,,2024/02/12 10:23:27,2024/07/31 04:06:19
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,1004,,Entiat and Methow (Superpopulation),Entiat and Methow wild spring Chinook salmon,"Salmon, Chinook (Upper Columbia River spring-run ESU) Entiat River and Methow River wild spring Chinook {SuperPopulation}",,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",Rocky Reach Dam,Smolts outmigrating past a point,RRJ,Bonneville Dam,From Rocky Reach Dam to Bonneville Dam,Including jacks,,2018,,FPC,Fish Passage Center,1,Yes,0.87,0.52,1.26,0.1,,,Natural,1833,,,,,,,,Returns to a dam,Not adjusted,,,,,,https://www.fpc.org/documents/CSS/CSS Report 2023 Final.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 2/12/2024 from Fish Passage Center (https://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,https://www.fpc.org/,https://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,1004 RRJ_to_BOA 2018 w/ jacks,30DB6ECD-F58D-23A5-608D-55879AA194FB,2024/11/25 10:00,2024/02/12 09:54:08,2024/02/12 10:23:32,,2024/02/12 10:23:32,2024/07/31 04:06:19
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,1004,,Entiat and Methow (Superpopulation),Entiat and Methow wild spring Chinook salmon,"Salmon, Chinook (Upper Columbia River spring-run ESU) Entiat River and Methow River wild spring Chinook {SuperPopulation}",,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",Rocky Reach Dam,Smolts outmigrating past a point,RRJ,Rocky Reach Dam,From Rocky Reach Dam to Rocky Reach Dam,Including jacks,,2018,,FPC,Fish Passage Center,1,Yes,0.65,0.35,1.01,0.1,,,Natural,1833,,,,,,,,Returns to a dam,Not adjusted,,,,,,https://www.fpc.org/documents/CSS/CSS Report 2023 Final.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 2/12/2024 from Fish Passage Center (https://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,https://www.fpc.org/,https://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,1004 RRJ_to_RRF 2018 w/ jacks,30DB7721-07AC-0391-0C9C-3582A948777E,2024/11/25 10:00,2024/02/12 09:54:08,2024/02/12 10:23:36,,2024/02/12 10:23:36,2024/07/31 04:06:19
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,1004,,Entiat and Methow (Superpopulation),Entiat and Methow wild spring Chinook salmon,"Salmon, Chinook (Upper Columbia River spring-run ESU) Entiat River and Methow River wild spring Chinook {SuperPopulation}",,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",McNary Dam,Smolts outmigrating past a point,MCN,Bonneville Dam,From McNary Dam to Bonneville Dam,Excluding jacks,,2019,,FPC,Fish Passage Center,1,Yes,1.84,0.92,2.75,0.1,,,Natural,599,,,,,,,,Returns to a dam,Not adjusted,,,,,,https://www.fpc.org/documents/CSS/CSS Report 2023 Final.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 2/12/2024 from Fish Passage Center (https://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,https://www.fpc.org/,https://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,1004 MCN_to_BOA 2019 w/o jacks,30F38C1A-B98C-53A6-D2DB-59E4077BA2BC,2024/11/25 10:00,2024/02/12 09:54:21,2024/02/12 11:21:16,,2024/02/12 11:21:16,2024/07/31 04:06:19
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,1004,,Entiat and Methow (Superpopulation),Entiat and Methow wild spring Chinook salmon,"Salmon, Chinook (Upper Columbia River spring-run ESU) Entiat River and Methow River wild spring Chinook {SuperPopulation}",,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",McNary Dam,Smolts outmigrating past a point,MCN,Rocky Reach Dam,From McNary Dam to Rocky Reach Dam,Excluding jacks,,2019,,FPC,Fish Passage Center,1,Yes,1.67,0.84,2.61,0.1,,,Natural,599,,,,,,,,Returns to a dam,Not adjusted,,,,,,https://www.fpc.org/documents/CSS/CSS Report 2023 Final.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 2/12/2024 from Fish Passage Center (https://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,https://www.fpc.org/,https://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,1004 MCN_to_RRF 2019 w/o jacks,30F393AE-D473-F02C-C1D1-1751326DC787,2024/11/25 10:00,2024/02/12 09:54:21,2024/02/12 11:21:20,,2024/02/12 11:21:20,2024/07/31 04:06:19
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,1004,,Entiat and Methow (Superpopulation),Entiat and Methow wild spring Chinook salmon,"Salmon, Chinook (Upper Columbia River spring-run ESU) Entiat River and Methow River wild spring Chinook {SuperPopulation}",,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",Rocky Reach Dam,Smolts outmigrating past a point,RRJ,Bonneville Dam,From Rocky Reach Dam to Bonneville Dam,Excluding jacks,,2019,,FPC,Fish Passage Center,1,Yes,0.58,0.3,0.88,0.1,,,Natural,1905,,,,,,,,Returns to a dam,Not adjusted,,,,,,https://www.fpc.org/documents/CSS/CSS Report 2023 Final.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 2/12/2024 from Fish Passage Center (https://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,https://www.fpc.org/,https://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,1004 RRJ_to_BOA 2019 w/o jacks,30F39A58-C07F-F530-E67E-6AC0C1B2D672,2024/11/25 10:00,2024/02/12 09:54:21,2024/02/12 11:21:24,,2024/02/12 11:21:24,2024/07/31 04:06:19
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,1004,,Entiat and Methow (Superpopulation),Entiat and Methow wild spring Chinook salmon,"Salmon, Chinook (Upper Columbia River spring-run ESU) Entiat River and Methow River wild spring Chinook {SuperPopulation}",,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",Rocky Reach Dam,Smolts outmigrating past a point,RRJ,Rocky Reach Dam,From Rocky Reach Dam to Rocky Reach Dam,Excluding jacks,,2019,,FPC,Fish Passage Center,1,Yes,0.52,0.26,0.84,0.1,,,Natural,1905,,,,,,,,Returns to a dam,Not adjusted,,,,,,https://www.fpc.org/documents/CSS/CSS Report 2023 Final.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 2/12/2024 from Fish Passage Center (https://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,https://www.fpc.org/,https://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,1004 RRJ_to_RRF 2019 w/o jacks,30F3A1BD-06A3-06FC-0325-9814F9C485C4,2024/11/25 10:00,2024/02/12 09:54:21,2024/02/12 11:21:28,,2024/02/12 11:21:28,2024/07/31 04:06:19
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,1004,,Entiat and Methow (Superpopulation),Entiat and Methow wild spring Chinook salmon,"Salmon, Chinook (Upper Columbia River spring-run ESU) Entiat River and Methow River wild spring Chinook {SuperPopulation}",,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",McNary Dam,Smolts outmigrating past a point,MCN,Bonneville Dam,From McNary Dam to Bonneville Dam,Including jacks,,2019,,FPC,Fish Passage Center,1,Yes,2.17,1.18,3.26,0.1,,,Natural,599,,,,,,,,Returns to a dam,Not adjusted,,,,,,https://www.fpc.org/documents/CSS/CSS Report 2023 Final.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 2/12/2024 from Fish Passage Center (https://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,https://www.fpc.org/,https://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,1004 MCN_to_BOA 2019 w/ jacks,30DB7EA3-D1AB-E5A8-BB22-2CF825DB6BC2,2024/11/25 10:00,2024/02/12 09:54:08,2024/02/12 10:23:41,,2024/02/12 10:23:41,2024/07/31 04:06:19
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,1004,,Entiat and Methow (Superpopulation),Entiat and Methow wild spring Chinook salmon,"Salmon, Chinook (Upper Columbia River spring-run ESU) Entiat River and Methow River wild spring Chinook {SuperPopulation}",,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",McNary Dam,Smolts outmigrating past a point,MCN,Rocky Reach Dam,From McNary Dam to Rocky Reach Dam,Including jacks,,2019,,FPC,Fish Passage Center,1,Yes,2.01,1.07,3.04,0.1,,,Natural,599,,,,,,,,Returns to a dam,Not adjusted,,,,,,https://www.fpc.org/documents/CSS/CSS Report 2023 Final.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 2/12/2024 from Fish Passage Center (https://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,https://www.fpc.org/,https://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,1004 MCN_to_RRF 2019 w/ jacks,30DB84C7-C34A-8D0A-1C2B-1893CD03E839,2024/11/25 10:00,2024/02/12 09:54:08,2024/02/12 10:23:45,,2024/02/12 10:23:45,2024/07/31 04:06:19
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,1004,,Entiat and Methow (Superpopulation),Entiat and Methow wild spring Chinook salmon,"Salmon, Chinook (Upper Columbia River spring-run ESU) Entiat River and Methow River wild spring Chinook {SuperPopulation}",,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",Rocky Reach Dam,Smolts outmigrating past a point,RRJ,Bonneville Dam,From Rocky Reach Dam to Bonneville Dam,Including jacks,,2019,,FPC,Fish Passage Center,1,Yes,0.68,0.38,1.01,0.1,,,Natural,1905,,,,,,,,Returns to a dam,Not adjusted,,,,,,https://www.fpc.org/documents/CSS/CSS Report 2023 Final.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 2/12/2024 from Fish Passage Center (https://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,https://www.fpc.org/,https://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,1004 RRJ_to_BOA 2019 w/ jacks,30DB8C22-0497-C5B8-476A-BB7665ABE047,2024/11/25 10:00,2024/02/12 09:54:08,2024/02/12 10:23:49,,2024/02/12 10:23:49,2024/07/31 04:06:19
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,1004,,Entiat and Methow (Superpopulation),Entiat and Methow wild spring Chinook salmon,"Salmon, Chinook (Upper Columbia River spring-run ESU) Entiat River and Methow River wild spring Chinook {SuperPopulation}",,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",Rocky Reach Dam,Smolts outmigrating past a point,RRJ,Rocky Reach Dam,From Rocky Reach Dam to Rocky Reach Dam,Including jacks,,2019,,FPC,Fish Passage Center,1,Yes,0.63,0.34,0.95,0.1,,,Natural,1905,,,,,,,,Returns to a dam,Not adjusted,,,,,,https://www.fpc.org/documents/CSS/CSS Report 2023 Final.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 2/12/2024 from Fish Passage Center (https://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,https://www.fpc.org/,https://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,1004 RRJ_to_RRF 2019 w/ jacks,30DB936C-07EB-47BC-5B93-5DDCF3EF1BD1,2024/11/25 10:00,2024/02/12 09:54:08,2024/02/12 10:23:53,,2024/02/12 10:23:53,2024/07/31 04:06:19
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",North Cascades,1004,,Entiat and Methow (Superpopulation),Entiat and Methow wild spring Chinook salmon,"Salmon, Chinook (Upper Columbia River spring-run ESU) Entiat River and Methow River wild spring Chinook {SuperPopulation}",,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",McNary Dam,Smolts outmigrating past a point,MCN,Bonneville Dam,From McNary Dam to Bonneville Dam,Excluding jacks,,2020,,FPC,Fish Passage Center,1,Yes,2.81,1.69,3.88,0.1,,,Natural,784,,,,,,,,Returns to a dam,Not adjusted,,,,,,https://www.fpc.org/documents/CSS/CSS Report 2023 Final.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 2/12/2024 from Fish Passage Center (https://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,https://www.fpc.org/,https://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,1004 MCN_to_BOA 2020 w/o jacks,30F3A996-CC60-A6D7-147D-BABC72E81818,2024/11/25 10:00,2024/02/12 09:54:21,2024/02/12 11:21:33,,2024/02/12 11:21:33,2024/07/31 04:06:19
